unique_id,title,author_keywords,abstract,keywords_plus,doi,"require_full_text(1,0)","screening (include, exclude, uncertain)",screener_id,note
1569,remote sensing in urban planning: contributions towards ecologically sound policies?,earth observation; urban ecology; systematic literature review; open; science; ecosystem services; science policy interface,"remote sensing has evolved to become a key tool for various fields of environmental analysis, thus actively informing policy across areas and domains. to evaluate the degree to which remote sensing is contributing to the science of ecologically-oriented urban planning, we carried out a systematic literature review using the scopus database, searching for articles integrating knowledge in urban planning, remote sensing and ecology. we reviewed 186 articles, analysing various issues in urban environments worldwide. key findings include that the level of integration between the three disciplines is limited, with only 12\% of the papers fully integrating ecology, remote sensing and planning while 24\% of the studies use specific methods from one domain only. the vast majority of studies is oriented towards contributing to the knowledge base or monitoring the impacts of existing policies. few studies are directly policy relevant by either contributing to direct issues in planning and making specific design suggestions or evaluations. the accessibility of the scientific findings remains limited, as the majority of journal articles are not open access and proprietary software and data are frequently used. to overcome these issues, we suggest three future avenues for science as well as three potential entry points for remote sensing into applied urban planning. by doing so, remote sensing data could become a vital tool actively contributing to policies, civil engagement and concrete planning measures by providing independent and cost effective environmental analyses.",strategic environmental assessment; ecosystem services; landscape; structure; science; biodiversity; knowledge; systems; sustainability;; ecology; support,10.1016/j.landurbplan.2020.103921,0,exclude,7,
2088,comments to jean-claude burgelman's article politics and open science: how the european open science cloud became reality (the untold story),,,,10.1162/dint\_a\_00071,0,uncertain,7,
1960,biobanks: patents or open science?,,,,10.1533/9781908818614,0,exclude,7,
473,open science and single-case design research,single subject; research methodology; evidence-based practice,"research indicating many study results do not replicate has raised questions about the credibility of science and prompted concerns about a potential reproducibility crisis. moreover, most published research is not freely accessible, which limits the potential impact of science. open science, which aims to make the research process more open and reproducible, has been proposed as one approach to increase the credibility and impact of scientific research. although relatively little attention has been paid to open science in relation to single-case design, we propose that open-science practices can be applied to enhance the credibility and impact of single-case design research. in this article, we discuss how open-science practices align with other recent developments in single-case design research, describe four prominent open-science practices (i.e., preregistration, registered reports, data and materials sharing, and open access), and discuss potential benefits and limitations of each practice for single-case design.",publication bias; special-education; effect sizes; preregistration;; intervention; metaanalysis; replication; incentives; standards; validity,10.1177/0741932521996452,0,include,7,
2248,open science in the cloud: towards a universal platform for scientific and statistical computing,,,,10.1007/978-1-4419-6524-0\_19,0,uncertain,7,
2002,the earth observation open science program,,,architecture; volunteers,10.1109/mgrs.2017.2688704,0,include,7,
1149,development and deployment of the open access repository and its application to the open educational recourses,open access; open science; institutional repository; cloud computing;; open educational resources,"worldwide activities on open access have triggered many universities to operate institutional repositories (irs). the national institute of informatics (nii) has led a japanese ir project since 2014 and, developing homegrown repository software named weko as a module for the content management system netcommons (nc). concepts of weko are ``high functionality'' ``easy'' and ``as you like''. weko has almost all functionalities you need as a repository system, and these can be customized and operated by browser. in addition, not only the repository functions but also variety of add-on can be utilized for designing your own web page. more than 250 universities in japan are now operating weko as their ir. since the weko has multilingual functionality, some of the malaysian university has decided to employ it. in this paper, we summarize the repository related activity in japan and point out the possible collaboration between open educational and repository.",,10.1007/978-3-319-23207-2\_40,0,include,5,
2037,the european open science cloud and commercialization,,,,10.1038/nbt.4304,1,include,5,
2313,cohort profile: doc*x: a nationwide danish occupational cohort with exposure data - an open research resource,,,subacromial impingement syndrome; life-style factors; inguinal-hernia; repair; mechanical exposures; sickness absence; noise exposure;; work-environment; global burden; risk; disability,10.1093/ije/dyz110,1,exclude,9,
1927,open science,,,,,1,exclude,9,excluded based on Meng's input
2234,"science fictions: exposing fraud, bias, negligence and hype in science",replication crisis; scientific method; book review; popular science; book; open science,,,10.3389/fpsyg.2021.666441,0,include,5,
458,taking a macroscale perspective to improve understanding of shallow lake total phosphorus and chlorophyll a,phosphorus; chlorophyll; tp; chl; shallow lakes; macroscale; lagos,"we conducted a macroscale study of 2210 shallow lakes (mean depth <= 3 m or a maximum depth <= 5 m) in the upper midwestern and northeastern usa. we asked the following: what are the patterns and drivers of shallow lake total phosphorus (tp), chlorophyll a (chla), and tp-chla relationships at the macroscale, how do these differ from those for 4360 non-shallow lakes, and do results differ by hydrologic connectivity class? spatial patterns and bayesian hierarchical models indicated that shallow lakes had higher tp and chla than non-shallow lakes, connected shallow lakes were more productive than unconnected shallow lakes, and there was regional variation in these patterns. important predictors of tp and chla included lake-specific watershed:lake area ratio, forested land use/cover, and baseflow; unconnected lakes were more difficult to predict than connected lakes; and region-specific predictors were mostly unimportant. shallow lake tp-chla relationships were less steep than for non-shallow lakes and these relationships varied regionally. our results, combined with the facts that only 23\% of lakes in the study extent have depth data and that shallow and unconnected lakes are undersampled, have important implications for estimates of lake contributions to global cycles that are based mainly on large (and deeper) lakes.",water-quality; open science; depth; biases,10.1007/s10750-022-04811-1,0,exclude,9,
831,a systems-based approach to fostering robust science in industrial-organizational psychology,robust science; open science; reproducibility; scientific ecosystem;; research integrity,"credibility and trustworthiness are the bedrock upon which any science is built. the strength of these foundations has been increasingly questioned across the sciences as instances of research misconduct and mounting concerns over the prevalence of detrimental research practices have been identified. consequently, the purpose of this article is to encourage our scientific community to positively and proactively engage in efforts that foster a healthy and robust industrial and organizational (i-o) psychology. we begin by advancing six defining principles that we believe reflect the values of robust science and offer criteria for evaluating proposed efforts to change scientific practices. recognizing that the contemporary scientific enterprise is a complex and diverse network of actors and institutions, we then conclude by identifying 12 stakeholders who play important roles in achieving a culture of robust science in i-o psychology and offer recommendations for actions we can take as members of these groups to strengthen our science.",of-applied-psychology; questionable research practices; mechanical turk;; management research; publication bias; data-collection; special-issue;; file drawer; business; reproducibility,10.1017/iop.2017.55,1,include,5,
1078,an assessment of transparency and reproducibility-related research practices in otolaryngology,reproducibility; replication; otolaryngology; open science; data; sharing; protocol; open access,"objectives/hypothesis clinical research serves as the foundation for evidence-based patient care, and reproducibility of results is consequently critical. we sought to assess the transparency and reproducibility of research studies in otolaryngology by evaluating a random sample of publications in otolaryngology journals between 2014 and 2018. study design review of published literature for reproducible and transparent research practices. methods we used the national library of medicine catalog to identify otolaryngology journals that met the inclusion criteria (available in the english language and indexed in medline). from these journals, we extracted a random sample of 300 publications using a pubmed search for records published between january 1, 2014 and december 31, 2018. specific indicators of reproducible and transparent research practices were evaluated in a blinded, independent, and duplicate manner using a pilot-tested google form. results our initial search returned 26,498 records, from which 300 were randomly selected for analysis. of these 300 records, 286 met inclusion criteria and 14 did not. among the empirical studies, 2\% (95\% confidence interval [ci]: 0.4\%-3.5\%) of publications indicated that raw data were available, 0.6\% (95\% ci: 0.3\%-1.6\%) reported an analysis script, 5.3\% (95\% ci: 2.7\%-7.8\%) were linked to an accessible research protocol, and 3.9\% (95\% ci: 1.7\%-6.1\%) were preregistered. none of the publications had a clear statement claiming to replicate, or to be a replication of, another study. conclusions inadequate reproducibility practices exist in otolaryngology. nearly all studies in our analysis lacked a data or material availability statement, did not link to an accessible protocol, and were not preregistered. taking steps to improve reproducibility would likely improve patient care. level of evidence na laryngoscope, 2019",increasing value; reducing waste; cancer; surgery; trials,10.1002/lary.28322,0,include,9,
919,clinical trial transparency and orphan drug development: recent trends in data sharing by the pharmaceutical industry,clinical trial; data sharing; european medicines agency;; glaxosmithkline; medtronic; orphan drug; rare disease; roche;; transparency,"background: data sharing from clinical trials can be key to the development and approval of medicines for rare diseases. many events during the first half of 2013 have contributed to the movement for increased transparency. these include the development of the european medicines agency's new data publication policy, the creation of the alltrials petition and glaxosmithkline's choice to sign it, the launch of glaxosmithkline's system for access to patient-level clinical trial data and roche's commitment to create a similar system, the release of results from the yale university open data access project's first medicine analysis for medtronic, and the creation of the reg4all website. aims/objectives: this paper summarises major developments in clinical trial transparency between january and june 2013 and analyses the composition of datasets released by glaxosmithkline. methods: glaxosmithkline's database of available trials was tabulated and graphs of relevant trial characteristics were produced. results/conclusions: due to current transparency initiatives, it is likely that much more data will be made available over the next few years through systems similar to glaxosmithkline's. although some aspects of glaxosmithkline's model could limit its usefulness, the data currently listed is diverse and could be promising for researchers interested in rare disease treatment. (c) 2013 s. karger ag, basel",bone morphogenetic protein-2; open science; access; safety; fusion;; policy,10.1159/000355941,0,include,9,
1562,scopes: sparking curiosity through open-source platforms in education and science,science diplomacy; open science; stem; science education; mosaic; analysis with double markers (madm); neuroscience,"scientific research is to date largely restricted to wealthy laboratories in developed nations due to the necessity of complex and expensive equipment. this inequality limits the capacity of science to be used as a diplomatic channel. maker movements use open-source technologies including additive manufacturing (3d printing) and laser cutting, together with low-cost computers for developing novel products. this movement is setting the groundwork for a revolution, allowing scientific equipment to be sourced at a fraction of the cost and has the potential to increase the availability of equipment for scientists around the world. science education is increasingly recognized as another channel for science diplomacy. in this perspective, we introduce the idea that the maker movement and open-source technologies have the potential to revolutionize science, technology, engineering and mathematics (stem) education worldwide. we present an open-source stem didactic tool called scopes (sparking curiosity through open-source platforms in education and science). scopes is self-contained, independent of local resources, and cost-effective. scopes can be adapted to communicate complex subjects from genetics to neurobiology, perform real-world biological experiments and explore digitized scientific samples. we envision such platforms will enhance science diplomacy by providing a means for scientists to share their findings with classrooms and for educators to incorporate didactic concepts into stem lessons. by providing students the opportunity to design, perform, and share scientific experiments, students also experience firsthand the benefits of a multinational scientific community. we provide instructions on how to build and use scopes on our webpage: http://scopeseducation.org.",mosaic analysis; double markers; dna,10.3389/feduc.2020.00048,0,include,9,
2283,challenges and opportunities for human behavior research in the coronavirus disease (covid-19) pandemic,open science; data sharing; social distancing; preprint;; preregistration; coronavirus disease; neuroimaging; experimental; psychology,,,10.3389/fpsyg.2020.01786,1,unsure,9,
1313,information-sharing in academia and the industry: a comparative study,information-sharing; social capital; reciprocity; open science;; bio-sciences; ip protection mechanisms,"this paper investigates how scientists decide whether to share information with their colleagues or not. detailed data on the decisions of 1694 bio-scientists allow to detect similarities and differences between academia-based and industry-based scientists. arguments from social capital theory are applied to explain why individuals share information even at (temporary) personal cost. in both realms, the results suggest that the likelihood of sharing decreases with the competitive value of the requested information. factors related to social capital, i.e., expected reciprocity and the extent to which a scientist's community conforms to the norm of open science, either directly affect information-sharing or moderate competitive interest considerations on information-sharing. the effect depends on the system to which a scientist belongs. (c) 2010 elsevier b.v. all rights reserved.",research-and-development; intellectual property; technology-transfer;; life sciences; social norms; enforcement; cooperation; knowledge;; networks; entrepreneurship,10.1016/j.respol.2010.08.007,0,include,9,
185,national policy on open science in portugal: recommendations of the working group on research evaluation,open science; scientific evaluation; national policy; portugal,"on march 24, 2016, by council of ministers resolution n degrees 21/2016, the government of portugal, through the ministry of science, technology and higher education (mctes), announced scientific commitment to the principles and practices of open science. the same resolution mandated mctes to create an inter-ministerial working group with the mission of presenting a proposal for a strategic plan to implement a national open science policy. the organization of the working group included four subgroups - open access and open data, infrastructures and digital preservation, scientific evaluation, and scientific social responsibility. the objective of this work is to present the set of recommendations that the subgroup of scientific evaluation, in conjunction with the others, considers fundamental for implementation of open science practices, which is aimed at political agents as well as producing entities, evaluators, and scientific financiers.",,10.3989/arbor.2021.799006,0,include,9,
413,open science schooling - rethinking science learning,k12 education; science pedagogy; hands-on learning; students' motivation,"an ongoing trend shows young students in k12 develop resistance towards science learning and science careers. tackling this issue to bring back the interest and motivation of students in science and technology learning, we present here the progress of the open science schooling project. the project proposes that science-learning processes should be strongly linked to the students' participation in real-life science challenges in society and to participation in real research and innovation circles. we present here the results of the 1st year deployment of these ideas with students in poland as well as our views on how this hands-on science learning approach could further benefit from the integration with digital fabrication and making activities.",,,1,exclude,9,
627,order without intellectual property law: open science in influenza,,"today, intellectual property (ip) scholars accept that ip as an approach to information production has serious limits. but what lies beyond ip? a new literature on ``intellectual production without ip'' (or ``ip without ip'') has emerged to explore this question, but its examples and explanations have yet to convince skeptics. this article reorients this new literature via a study of a hard case: a global influenza virus-sharing network that has for decades produced critically important information goods, at significant expense, and in a loose-knit group-all without recourse to ip. i analyze the network as an example of ``open science,'' a mode of information production that differs strikingly from conventional ip, and yet that successfully produces important scientific goods in response to social need. the theory and example developed here refute the most powerful criticisms of the emerging ``ip without ip'' literature, and provide a stronger foundation for this important new field. even where capital costs are high, creation without ip can be reasonably effective in social terms, if it can link sources of funding to reputational and evaluative feedback loops like those that characterize open science. it can also be sustained over time, even by loose-knit groups and where the stakes are high, because organizations and other forms of law can help to stabilize cooperation. i also show that contract law is well suited to modes of information production that rely upon a ``supply side'' rather than ``demand side'' model. in its most important instances, ``order without ip'' is not order without governance, nor order without law. recognizing this can help us better ground this new field, and better study and support forms of knowledge production that deserve our attention, and that sometimes sustain our very lives.",avian influenza; hemagglutinin-stem; design principles; norms;; economics; health; proprietary; emergence; mortality; efficacy,,0,unsure,9,
1333,the science of open (communication) science: toward an evidence-driven understanding of quality criteria in communication research,open science; replicability; reproducibility; communication-specific; approach; evidence-driven approach; social media,"paralleling very visible debates in psychology, some parts of the communication field have recently pushed for a wholesale endorsement of the principles of open science and its practices, including a particular focus on replicability and reproducibility as quality criteria. unfortunately, these discussions have been plagued by a set of at least 3 interrelated problems: a lack of conceptual clarity when defining open science-related challenges to communication scholarship; the irony of using intuition rather than evidence when trying to improve communication science; and our field's surprising lack of attention to nonreplicability in social media data as one of our field's most rapidly growing data sources. in response to these problem areas, we argue that communication as a field proceed empirically as it applies open science practices to different subfields in communication and end our essay with pathways forward for a science of open (communication) science.",bias; knowledge; gaps,10.1093/joc/jqab032,0,include,9,
2253,the optics project: janssen clinical trial and nih data together in an open-science collaboration,open collaboration; schizophrenia; clinical trial data; nih data; open; data,,,,1,include,9,
1899,researchcompendia.org: cyberinfrastructure for reproducibility and collaboration in computational science,software development; licenses; computer applications; scientific; computing; collaboration; best practices; research and development; open; systems; scientific computing; reproducible research; sustainable; software; open data; open code; open science; verification; validation;; research compendia,"the authors outline three goals to consider in building cyberinfrastructure to support scientific research and dissemination. they also present researchcompendia, a project designed to facilitate reproducibility in computational science by persistently linking data and code that generated published findings to the article, and executing the code in the cloud to validate or certify those findings.",,10.1109/mcse.2015.18,0,include,13,
779,open research questions for linguistics in information access,,"information access systems based on standard mechanisms can be improved. not because of any obvious drawbacks in the mechanisms themselves: they provide consistent and stable results, with variation from system to system surprisingly small; the reason to continue work is that the stable results are not only consistent but consistently mediocre. this paper claims linguistic research has a important role to play in the future of information access.",,,0,include,13,
1561,"heritage conservation future: where we stand, challenges ahead, and a paradigm shift",commons; global challenges; heritage conservation; open-science;; peer-to-peer; professional activism; social movements,"global cultural heritage is a lucrative asset. it is an important industry generating millions of jobs and billions of euros in revenue yearly. however, despite the tremendous economic and socio-cultural benefits, little attention is usually paid to its conservation and to developing innovative big-picture strategies to modernize its professional field. this perspective aims to compile some of the relevant current global needs to explore alternative ways for shaping future steps associated with the 2030 agenda for sustainable development. from this perspective, it is conceptualized how emerging artificial intelligence (ai) and digital socio-technological models of production based on democratic peer-2-peer (p2p) interactions can represent an alternative transformative solution by going beyond the current global communication and technical limitations in the heritage conservation community, while also providing novel digital tools to conservation practitioners, which can truly revolutionize the conservation decision-making process and improve global conservation standards.",climate-change; nanolime; impact,10.1002/gch2.202100084,0,include,13,
564,multiverse to inform neurological research: an example using recovery outcome of neglect,methodology; behavioural neurology; multiverse; open science; stroke,"objective multiverse analysis provides an ideal tool for understanding how inherent, yet ultimately arbitrary methodological choices impact the conclusions of individual studies. with this investigation, we aimed to demonstrate the utility of multiverse analysis for evaluating generalisability and identifying potential sources of bias within studies employing neurological populations. methods multiverse analysis was used to evaluate the robustness of the relationship between post-stroke visuospatial neglect and poor long-term recovery outcome within a sample of 1113 (age = 72.5, 45.1\% female) stroke survivors. a total of 25,600 t-test comparisons were run across 400 different patient groups defined using various combinations of valid inclusion criteria based on lesion location, stroke type, assessment time, neglect impairment definition, and scoring criteria across 16 standardised outcome measures. results overall, 33.9\% of conducted comparisons yielded significant results. 99.9\% of these significant results fell below the null specification curve, indicating a highly robust relationship between neglect and poor recovery outcome. however, the strength of this effect was not constant across all comparison groups. comparisons which included < 100 participants, pre-selected patients based on lesion type, or failed to account for allocentric neglect impairment were found to yield average effect sizes which differed substantially. similarly, average effect sizes differed across various outcome measures with the strongest average effect in comparisons involving an activities of daily living measure and the weakest in comparisons employing a depression subscale. conclusions this investigation demonstrates the utility of multiverse analysis techniques for evaluating effect robustness and identifying potential sources of bias within neurological research.",visual neglect; stroke; validation; scale,10.1007/s00415-021-10612-8,0,include,13,
794,"open science, open access and open educational resources: challenges and opportunities",,"this paper discusses the concept of openness in general and its implementation in access to research and teaching material used in academic institutions. though idea of openness i.e. open science and open access to information sources is not new, it is still not universally accepted and it is not understood equally in all parts of the world. the greatest benefits of open access can be observed in academic activities i.e. in research and teaching at academic institutions. however, open access is not understood and presented equally everywhere. there are differences in openness and rights of users in access and use of scientific and educational materials in open access digital repositories. while the number of open access digital repositories increases there are many questions waiting to be answered from quality of content, roles in management of open access information resources, responsibility for maintenance of digital information resources, financing of digital information resources, quality of scientific and educational digital resources etc.",,,0,include,13,
1415,software-defined ``hardware'' infrastructures: a survey on enabling technologies and open research directions,cr-software-defined infrastructure; resource disaggregation; cloud; infrastructure; rack-scale; hyperscale computing; disaggregated dc,"this paper provides an overview of software-defined ``hardware'' infrastructures (sdhi). sdhi builds upon the concept of hardware (hw) resource disaggregation. hw resource disaggregation breaks today's physical server-oriented model where the use of a physical resource (e.g., processor or memory) is constrained to a physical server's chassis. sdhi extends the definition of of software-defined infrastructures (sdi) and brings greater modularity, flexibility, and extensibility to cloud infrastructures, thus allowing cloud operators to employ resources more efficiently and allowing applications not to be bounded by the physical infrastructure's layout. this paper aims to be an initial introduction to sdhi and its associated technological advancements. this paper starts with an overview of the cloud domain and puts into perspective some of the most prominent efforts in the area. then, it presents a set of differentiating use-cases that sdhi enables. next, we state the fundamentals behind sdi and sdhi, and elaborate why sdhi is of great interest today. moreover, it provides an overview of the functional architecture of a cloud built on sdhi, exploring how the impact of this transformation goes far beyond the cloud infrastructure level in its impact on platforms, execution environments, and applications. finally, an in-depth assessment is made of the technologies behind sdhi, the impact of these technologies, and the associated challenges and potential future directions of sdhi.",resource-management; special section; control plane; cloud; system;; networking; efficient; memory; cost; hypervisors,10.1109/comst.2018.2834731,0,exclude,13,
1370,emotion regulation strategy usage explains links between institutional caregiving and elevated internalizing symptoms,cognitive reappraisal; early adversity; expressive suppression;; institutional care; internalizing symptoms; open science,"early adversity, including institutional orphanage care, is associated with the development of internalizing disorders. previous research suggests that institutionalization can disrupt emotion regulation processes, which contribute to internalizing symptoms. however, no prior work has investigated how early orphanage care shapes emotion regulation strategy usage (e.g., cognitive reappraisal, expressive suppression) and whether the said strategy usage contributes to internalizing symptoms. this study probed emotion regulation strategy usage and internalizing symptoms in a sample of 36 previously institutionalized and 58 comparison youth. as hypothesized, previously institutionalized youth exhibited higher rates of internalizing symptoms than comparison youth, and more frequent use of suppression partially accounted for the relationship between early institutional care and elevated internalizing symptoms. contrary to our initial hypotheses, reappraisal use did not buffer previously institutionalized or comparison youth against internalizing symptoms. our findings highlight the potential utility of targeting emotion regulation strategy usage in adversity-exposed youth in future intervention work.",expressive suppression; child maltreatment; anxiety; adolescents;; difficulties; associations; reappraisal; emergence,10.1002/dev.22078,0,exclude,11,
160,dynamics of cumulative advantage and threats to equity in open science: a scoping review,open science; research policy; cumulative advantage; equity,"open science holds the promise to make scientific endeavours more inclusive, participatory, understandable, accessible and re-usable for large audiences. however, making processes open will not per se drive wide reuse or participation unless also accompanied by the capacity (in terms of knowledge, skills, financial resources, technological readiness and motivation) to do so. these capacities vary considerably across regions, institutions and demographics. those advantaged by such factors will remain potentially privileged, putting open science's agenda of inclusivity at risk of propagating conditions of `cumulative advantage'. with this paper, we systematically scope existing research addressing the question: `what evidence and discourse exists in the literature about the ways in which dynamics and structures of inequality could persist or be exacerbated in the transition to open science, across disciplines, regions and demographics?' aiming to synthesize findings, identify gaps in the literature and inform future research and policy, our results identify threats to equity associated with all aspects of open science, including open access, open and fair data, open methods, open evaluation, citizen science, as well as its interfaces with society, industry and policy. key threats include: stratifications of publishing due to the exclusionary nature of the author-pays model of open access; potential widening of the digital divide due to the infrastructure-dependent, highly situated nature of open data practices; risks of diminishing qualitative methodologies as `reproducibility' becomes synonymous with quality; new risks of bias and exclusion in means of transparent evaluation; and crucial asymmetries in the open science relationships with industry and the public, which privileges the former and fails to fully include the latter.",open access; citizen science; participatory science; predatory journals;; gender inequality; impact factor; knowledge; justice; neoliberalization;; reproducibility,10.1098/rsos.211032,0,include,11,
617,landsat 9: empowering open science and applications through continuity,,"the history of earth observation from space is well reflected through the landsat program. with data collection beginning with landsat-1 in 1972, the program has evolved technical capabilities while maintaining continuity of land observations. in so doing, landsat has provided a critical reference for assessing long-term changes to earth's land environment due to both natural and human forcing. poised for launch in mid-2021, the joint nasa-usgs landsat 9 mission will continue this important data record. in many respects landsat 9 is a clone of landsat-8. the operational land imager-2 (oli-2) is largely identical to landsat 8 oli, providing calibrated imagery covering the solar reflected wavelengths. the thermal infrared sensor-2 (tirs-2) improves upon landsat 8 tirs, addressing known issues including stray light incursion and a malfunction of the instrument scene select mirror. in addition, landsat 9 adds redundancy to tirs-2, thus upgrading the instrument to a 5-year design life commensurate with other elements of the mission. initial performance testing of oli-2 and tirs-2 indicate that the instruments are of excellent quality and expected to match or improve on landsat 8 data quality. landsat-9 will maintain the current data acquisition rate of up to 740 scenes per day, with these scenes available from the landsat archive at no cost to users. in this communication, we provide background and rationale for the landsat 9 mission, describe the instrument payloads and ground system, and discuss data products available from the landsat 9 mission through usgs.",surface-temperature; radiometric calibration; cloud shadow; data; archive; imager oli; validation; algorithm; performance; satellite;; benefits,10.1016/j.rse.2020.111968,1,exclude,11,
357,catalyzing remote collaboration during the covid-19 pandemic and beyond: early career oceanographers adopt hybrid open science framework,virtual collaboration; early career scientists; open science; community; of practice (cop); team science; covid-19 pandemic,"the covid-19 pandemic introduced many challenges for research scientists: reduction of lab and field observation collection and in-person meetings. these new constraints forced researchers to remote work and virtual networking, dramatically influencing scientific inquiry. such challenges are compounded for those in early stages of their career, where data collection and networking are vital to be seen as productive. however, during this trying time of remote work, we, as a collective of early-career oceanographers, were actively developing and improving on an already-existent hybrid community of practice. through our experiences, we believe this type of framework can enhance virtual collaboration to the point that it outlasts the pandemic and helps create new synergies that will diversify and enhance scientific inquiry within the ocean science community. we describe a hybrid community of practice and an example workflow that models effective collaboration. we have found that three components to this model are necessary for effective collaboration, inspiration, and communication: 1) openly accessible data, 2) software, computational, and professional-development resources, and 3) a team science approach. in our experience, both the in-person and remote aspects of the model are important. in person collaboration is key to expanding the community of practice and invigorating those already within the community. remote collaboration has been critical for effective collaborations between in-person activities and has proven to maximize outputs during in-person collaborations. while the three components of this model are not new to the scientific community, we believe that utilizing them strategically post-pandemic will diversify and expand scientific collaboration in oceanography.",,10.3389/fmars.2022.855192,0,include,11,
279,open science in dementia care embedded pragmatic clinical trials,open science; replication; replicability; alzheimer's disease and; alzheimer's disease-related dementias; embedded pragmatic clinical; trials,"few dementia care interventions have been translated to healthcare contexts for those who need them. embedded pragmatic clinical trials (epcts) are one design that can expedite the timeframe of research translation to clinical practice. as the national institutes of health (nih) and other funders commit immense new resources to increasing the nation's capacity to conduct dementia care epcts, we call on psychologists to employ their extensive expertise in open science to improve the quality of dementia care epcts. this article provides several recommendations to enhance the transparency and reporting rigor of epcts in dementia care and other chronic disease contexts. we illustrate these recommendations in the context of a recent pilot pragmatic trial known as the porchlight project. porchlight provided training to volunteers who serve clients and caregivers to help them provide more ``dementia capable'' support. notably this trial did not include a special effort to make use of open science practices. we discuss the benefits and costs had the porchlight project incorporated open science principles.",implementation; replicability; caregivers,10.1037/pag0000644,0,include,11,
270,yes! we're open. open science and the future of academic practices in translation and interpreting studies,open science; academic publishing; translation and interpreting studies;; bibliometrics,"this article offers an overview of open science and open-science practices and their applications to translation and interpreting studies (tis). publications on open science in different disciplines were reviewed in order to define open science, identify academic publishing practices emerging from the core features of open science, and discuss the limitations of such practices in the humanities and the social sciences. the compiled information was then contextualised within tis academic publishing practices based on bibliographic and bibliometric data. the results helped to identify what open-science practices have been adopted in tis, what problems emerge from applying some of these practices, and in what ways such practices could be fostered in our discipline. this article aims to foster a debate on the future of tis publishing and the role that open science will play in the discipline in the upcoming years.",gold open access; transparency; replication; attitudes; patterns;; journals; print,10.12807/ti.113202.2021.a01,0,include,11,
2266,"open science challenges, benefits and tips in early career and beyond (vol 17, e3000246, 2019)",,,,10.1371/journal.pbio.3000587,1,include,6,
618,open science gallery: successful group interactions across transdisciplinary boundaries,transdisciplinary groups; self-organising interactive approach; team; building; design thinking; collaborative creativity,"open science gallery (osg) is an interaction method which has emerged from our experience in supporting teambuilding processes among transdisciplinary and geographically distributed researchers at our higher education institution. the osg is intended to be applied in f2fmeetings, aiming to overcome discipline-related and physical boundaries and to initiate collaboration. to this end, the osg presents an introductory question (open) which serves participants as a starting point for sharing their personal expertise (science) within a safe environment (gallery). the osg is self-organising and spontaneous which means that no advance preparation for participants and little facilitation is required. in the first part of this paper, we will describe the need for an approach which focuses on the specific challenge of today's organisations: if they want to gain a competitive edge on the market, organisations need to find ways to actively connect and incorporate the tacit knowledge of employees and unique expertise into the business. in the second part, we will introduce the theoretical framework of the osg, its core elements and some single implementation steps. furthermore, we present the pilot and its evaluation results, critically discussing the risks and benefits of our approach. we will close with some of the lessons learned and an outlook for a future redesign.",,,1,exclude,11,
1905,"the bermuda triangle: the pragmatics, policies, and principles for data sharing in the history of the human genome project",bayh-dole act; bermuda principles; big science; bioinformatics;; biotechnology; c. elegans; celera genomics; co-production; community; resource projects; data hoarding; data release; data sharing; databases;; dna databank of japan (ddbj); department of energy (doe); dna; sequencing; ethical legal and social implications (elsi); european; bioinformatics institute (ebi); genbank; gene patenting; genetics;; genetic mapping; genome commons; genomics; human genome project (hgp);; intellectual property; medical genetics; model organisms; molecular; biology; moral economy of science; national center for human genome; research (nchgr); national human genome research institute (nhgri);; national institutes of health (nih); nematode worm; open science;; patents; physical mapping; post-genomics; public domain; reference; sequence; science policy; wellcome trust,"the bermuda principles for dna sequence data sharing are an enduring legacy of the human genome project (hgp). they were adopted by the hgp at a strategy meeting in bermuda in february of 1996 and implemented in formal policies by early 1998, mandating daily release of hgp-funded dna sequences into the public domain. the idea of daily sharing, we argue, emanated directly from strategies for large, goal-directed molecular biology projects first tested within the community of c. elegans researchers, and were introduced and defended for the hgp by the nematode biologists john sulston and robert waterston. in the c. elegans community, and subsequently in the hgp, daily sharing served the pragmatic goals of quality control and project coordination. yet in the hgp human genome, we also argue, the bermuda principles addressed concerns about gene patents impeding scientific advancement, and were aspirational and flexible in implementation and justification. they endured as an archetype for how rapid data sharing could be realized and rationalized, and permitted adaptation to the needs of various scientific communities. yet in addition to the support of sulston and waterston, their adoption also depended on the clout of administrators at the us national institutes of health (nih) and the uk nonprofit charity the wellcome trust, which together funded 90\% of the hgp human sequencing effort. the other nations wishing to remain in the hgp consortium had to accommodate to the bermuda principles, requiring exceptions from incompatible existing or pending data access policies for publicly funded research in germany, japan, and france. we begin this story in 1963, with the biologist sydney brenner's proposal for a nematode research program at the laboratory of molecular biology (lmb) at the university of cambridge. we continue through 2003, with the completion of the hgp human reference genome, and conclude with observations about policy and the historiography of molecular biology.",expressed sequence tags; breast-cancer susceptibility; comprehensive; genetic-map; proteomics data release; dna-sequence; molecular-biology;; physical map; big science; mendelian-inheritance; international summit,10.1007/s10739-018-9538-7,0,uncertain,11,
